Aquisition time: 754 seconds
0.010,72.000,55.000
0.030,68.000,68.000
0.050,92.000,59.000
0.070,144.000,89.000
0.090,291.000,95.000
0.110,521.000,57.000
0.130,631.000,69.000
0.150,436.000,43.000
0.170,194.000,58.000
0.190,111.000,59.000
0.210,103.000,61.000
0.230,77.000,85.000
0.250,79.000,61.000
0.270,82.000,58.000
0.290,69.000,43.000
0.310,84.000,59.000
0.330,90.000,69.000
0.350,68.000,73.000
0.370,100.000,80.000
0.390,92.000,84.000
0.410,95.000,82.000
0.430,99.000,68.000
0.450,103.000,61.000
0.470,116.000,60.000
0.490,137.000,65.000
0.510,131.000,47.000
0.530,121.000,73.000
0.550,99.000,74.000
0.570,89.000,51.000
0.590,96.000,41.000
0.610,89.000,52.000
0.630,102.000,64.000
0.650,81.000,57.000
0.670,81.000,49.000
0.690,83.000,40.000
0.710,82.000,54.000
0.730,93.000,44.000
0.750,80.000,50.000
0.770,83.000,44.000
0.790,74.000,42.000
0.810,104.000,62.000
0.830,86.000,50.000
0.850,89.000,44.000
0.870,118.000,56.000
0.890,96.000,48.000
0.910,97.000,49.000
0.930,100.000,59.000
0.950,85.000,39.000
0.970,107.000,45.000
0.990,81.000,41.000
1.010,84.000,58.000
1.030,98.000,47.000
1.050,99.000,61.000
1.070,106.000,36.000
1.090,75.000,42.000
1.110,101.000,37.000
1.130,109.000,54.000
1.150,78.000,44.000
1.170,91.000,26.000
1.190,112.000,44.000
1.210,106.000,33.000
1.230,84.000,37.000
1.250,99.000,24.000
1.270,120.000,39.000
1.290,106.000,35.000
1.310,123.000,38.000
1.330,112.000,24.000
1.350,140.000,27.000
1.370,148.000,29.000
1.390,154.000,28.000
1.410,165.000,26.000
1.430,183.000,31.000
1.450,187.000,36.000
1.470,153.000,49.000
1.490,153.000,33.000
1.510,176.000,47.000
1.530,140.000,36.000
1.550,175.000,35.000
1.570,127.000,35.000
1.590,150.000,55.000
1.610,144.000,87.000
1.630,127.000,83.000
1.650,126.000,100.000
1.670,126.000,122.000
1.690,149.000,68.000
1.710,133.000,70.000
1.730,135.000,51.000
1.750,110.000,43.000
1.770,140.000,38.000
1.790,104.000,20.000
1.810,118.000,15.000
1.830,112.000,7.000
1.850,125.000,19.000
1.870,107.000,12.000
1.890,84.000,9.000
1.910,96.000,15.000
1.930,102.000,6.000
1.950,103.000,20.000
1.970,106.000,11.000
1.990,89.000,7.000
2.010,100.000,10.000
2.030,111.000,9.000
2.050,94.000,13.000
2.070,108.000,9.000
2.090,77.000,12.000
2.110,102.000,8.000
2.130,77.000,7.000
2.150,65.000,21.000
2.170,99.000,14.000
2.190,81.000,10.000
2.210,90.000,10.000
2.230,88.000,18.000
2.250,104.000,13.000
2.270,84.000,19.000
2.290,70.000,13.000
2.310,78.000,16.000
2.330,72.000,13.000
2.350,64.000,10.000
2.370,83.000,13.000
2.390,76.000,12.000
2.410,74.000,10.000
2.430,82.000,21.000
2.450,80.000,20.000
2.470,88.000,12.000
2.490,89.000,13.000
2.510,84.000,14.000
2.530,73.000,16.000
2.550,71.000,8.000
2.570,79.000,11.000
2.590,74.000,9.000
2.610,75.000,14.000
2.630,80.000,7.000
2.650,74.000,11.000
