Aquisition time: 459 seconds
0.000,-0.168,-0.167,0.331,0.328
1.000,-0.168,-0.168,0.297,0.294
2.000,-0.169,-0.169,0.273,0.270
3.000,-0.169,-0.169,0.298,0.295
4.000,-0.168,-0.168,0.319,0.316
5.000,-0.169,-0.169,0.249,0.246
6.000,-0.169,-0.169,-0.001,-0.004
7.000,-0.168,-0.168,0.281,0.278
8.000,-0.168,-0.168,0.261,0.257
9.000,-0.168,-0.168,0.231,0.228
10.000,-0.168,-0.167,0.296,0.293
11.000,-0.168,-0.168,0.003,-0.000
12.000,-0.169,-0.169,0.086,0.083
13.000,-0.169,-0.169,0.094,0.091
14.000,-0.168,-0.168,0.055,0.053
15.000,-0.168,-0.168,-0.038,-0.041
16.000,-0.169,0.263,0.317,0.312
17.000,0.844,-0.169,0.230,0.226
18.000,-0.168,-0.168,0.238,0.234
19.000,-0.167,-0.168,0.295,0.291
20.000,-0.168,-0.169,0.037,0.033
21.000,-0.169,-0.169,0.102,0.098
22.000,-0.168,-0.168,0.012,0.010
23.000,-0.168,-0.167,0.304,0.300
24.000,-0.169,-0.169,0.310,0.306
25.000,-0.168,-0.168,0.234,0.231
26.000,-0.168,-0.167,0.303,0.299
27.000,-0.169,-0.168,0.295,0.291
28.000,-0.168,-0.168,0.213,0.209
29.000,-0.167,-0.168,5.281,5.276
30.000,-0.168,-0.169,0.279,0.276
31.000,-0.168,-0.168,0.215,0.212
32.000,-0.168,-0.168,0.231,0.228
33.000,-0.169,-0.169,0.511,0.508
34.000,-0.169,-0.168,0.252,0.248
35.000,-0.168,-0.168,-0.003,-0.007
36.000,-0.168,-0.168,0.274,0.270
37.000,-0.169,-0.169,0.223,0.220
38.000,-0.168,-0.168,0.314,0.310
39.000,-0.168,-0.167,0.285,0.282
40.000,-0.169,-0.169,0.005,0.002
41.000,-0.168,-0.168,0.309,0.306
42.000,-0.168,-0.167,0.310,0.307
43.000,-0.169,-0.169,0.292,0.288
44.000,-0.169,-0.169,0.071,0.067
45.000,-0.168,0.298,0.231,0.227
46.000,0.274,-0.169,0.087,0.084
47.000,-0.169,-0.169,0.280,0.277
48.000,-0.168,-0.168,0.269,0.266
49.000,-0.167,-0.167,0.266,0.263
50.000,-0.169,-0.169,0.282,0.278
51.000,-0.169,-0.169,0.295,0.292
52.000,-0.168,-0.168,0.042,0.038
53.000,-0.169,-0.169,0.265,0.262
54.000,-0.169,-0.169,0.103,0.100
55.000,-0.169,-0.168,0.309,0.306
56.000,-0.169,-0.169,0.238,0.234
57.000,-0.169,-0.169,0.274,0.271
58.000,-0.167,-0.168,0.303,0.300
59.000,0.208,-0.167,0.309,0.306
60.000,-0.168,-0.169,0.284,0.281
61.000,-0.169,-0.169,0.065,0.061
62.000,-0.168,-0.168,0.053,0.050
63.000,-0.168,-0.168,0.309,0.306
64.000,-0.169,-0.168,-0.111,-0.110
65.000,-0.168,-0.168,0.203,0.199
66.000,-0.169,-0.168,0.215,0.212
67.000,-0.169,-0.169,0.158,0.155
68.000,-0.169,-0.168,0.298,0.295
69.000,-0.168,-0.168,0.059,0.056
70.000,-0.164,-0.168,0.307,0.304
71.000,0.049,-0.169,0.264,0.262
72.000,-0.169,-0.169,0.287,0.284
73.000,-0.168,-0.168,0.035,0.032
74.000,-0.168,-0.168,0.229,0.225
75.000,-0.169,-0.169,0.321,0.318
76.000,0.262,-0.168,0.290,0.287
77.000,-0.168,-0.168,0.298,0.295
